paper,question,answer,reference_figure,reference_figure_caption,generated_answer
1708.01425v4,What are the different steps involved in reconstructing implicit warrants for argument reasoning comprehension?,"The different steps involved in reconstructing implicit warrants for argument reasoning comprehension are:
1. Sampling comments
2. Stance annotation
3. Reason span annotations
4. Reason gist summarization
5. Reason disambiguation
6. Alternative warrant
7. Alternative warrant validation
8. Warrant for original claim
9. Warrant validation",1708.01425v4-Figure2-1.png,Overview of the methodology of reconstructing implicit warrants for argument reasoning comprehension.,"No, it does not appear to have a significant effect."
1708.01425v4,"What is the relationship between the number of workers per ""expert"" and Cohen's kappa agreement for stance annotation?","The Cohen's kappa agreement for stance annotation increases as the number of workers per ""expert"" increases.",1708.01425v4-Figure3-1.png,"Figure 3: Cohen’s κ agreement for stance annotation on 98 comments. As a trade-off between reducing costs (i.e., discarding fewer instances) and increasing reliability, we chose 5 annotators and a threshold of 0.95 for this task, which resulted in κ = 0.58 (moderate to substantial agreement).",Approximately 6.66%.
1708.01425v4,Which approach performs best on the development set?,Intra-warrant attention with context.,1708.01425v4-Table2-1.png,"Accuracy of each approach (humans and systems) on the development set and test set, respectively.",LambdaMART
1708.01425v4,"Does formal training in reasoning, logic, or argumentation seem to have a significant effect on argument reasoning comprehension accuracy for people with graduate degrees?","No, it does not appear to have a significant effect.",1708.01425v4-Figure4-1.png,"Human upper bounds on the argument reasoning comprehension task with respect to education and formal training in reasoning, logic, or argumentation. For each configuration, the mean values are displayed together with the number of participants (above the bar) and with their standard deviations (error bars).","The different steps involved in reconstructing implicit warrants for argument reasoning comprehension are:
1. Sampling comments
2. Stance annotation
3. Reason span annotations
4. Reason gist summarization
5. Reason disambiguation
6. Alternative warrant
7. Alternative warrant validation
8. Warrant for original claim
9. Warrant validation"
1708.01425v4,Which step in the methodology resulted in the largest decrease in the size of the dataset?,"Step 4, Reason disambiguation.",1708.01425v4-Table1-1.png,"Details and statistics of the datasets resulting from the eight steps of our methodology implemented in a crowdsourcing process. *Input instances were filtered by their ‘logic score’ assigned in Step 6, such that the weakest 30% were discarded. A more detailed description is available in the readme file of the source code.",ITTN (ResNet-32) (w/ DA) achieved the lowest testing error on the miniImageNet dataset with an error rate of 29.65%.
1708.01425v4,How does the intra-warrant attention mechanism work?,"The intra-warrant attention mechanism uses a BiLSTM to encode the reason and claim, and then provides this encoded information as an attention vector to LSTM layers for each warrant. The attention vector allows the model to focus on specific parts of the reason and claim that are most relevant to each warrant.",1708.01425v4-Figure5-1.png,Figure 5: Intra-warrant attention. Only the attention vector for the warrant W1 is shown; the attention vector for W0 is constructed analogously. Grey areas represent a modification with additional context.,The Joint Attention Module takes the embedded image and phrase features as input and uses them to induce a parameterization for spatial attention. This spatial attention map is then used by the decoder to predict the common concept.
1708.02153v2,"How does increasing the parameter value (ρ for LIME with Euclidean distance, μ for LIME with cosine similarity, and σ for Parzen) seem to affect the influence vectors?","As the parameter value increases, the influence vectors generally become smoother and less noisy.",1708.02153v2-Table3-1.png,Table 3: The effect of different parameters and different distance measures.,The IRLS weight function becomes more peaked and concentrated around zero as the shape parameter α increases.
1708.02153v2,"Which explanation method seems to place the most emphasis on specific, localized features rather than smooth, gradual changes in pixel intensity?","LIME appears to place the most emphasis on specific, localized features.",1708.02153v2-Table1-1.png,Table 1: Influence of two different points of interest (POI),TecoGAN
1708.02153v2,"Explain why the ""Last contact"" feature has a significant positive influence on the SSL score in both examples, even though it is not directly used by the SSL algorithm.","The ""Last contact"" feature shows a strong positive influence on the SSL score because it is likely correlated with other features that are used by the algorithm. As the passage mentions, data-driven methods like MIM can assign influence to features that are not directly used by the model if they are correlated with other influential features. In this case, a recent ""Last contact"" date might be correlated with a higher number of recent offenses or other factors that contribute to a higher SSL score.",1708.02153v2-Table4-1.png,"Table 4: Two example results of MIM influence measurement. Age is given in decades, features 5, 11, 12 and 13 are binary.",The US-BS-MQ method achieves higher accuracy than the S-MQ method when adding SST examples.
1708.05239v3,Which MCMC sampler appears to have the most consistent performance across the different variables?,PE-HMC (N=5),1708.05239v3-Figure9-1.png,"Plots of marginal posterior densities for a random subsample of variables. Each column represents a different variable and each row is a different MCMC sampler, HMC, PE-HMC (N=2) and PE-HMC (N=5), respectively",The PE-N=5 sampler performs better than the HMC sampler.
1708.05239v3,How does the performance of the PE-N=5 sampler compare to the HMC sampler?,The PE-N=5 sampler performs better than the HMC sampler.,1708.05239v3-Figure10-1.png,"Log-predictive density on held-out test data (random 20% of full data) for the prostate cancer dataset comparing the HMC and pseudo-extended HMC samplers, with N = 2 and N = 5. For the case of fixed β = [0.25, 0.5, 0.75], the number of pseudo-samples N = 2.",PE-HMC (N=5)
1809.01246v1,How does the square hashing process work?,"Square hashing is a process that uses two hash functions to map a source/destination pair to a bucket in a two-dimensional array. The first hash function, h_i(s), maps the source address to a row in the array, and the second hash function, h_i(d), maps the destination address to a column in the array. The intersection of the row and column is the bucket where the fingerprint is stored.",1809.01246v1-Figure5-1.png,The square hashing,"The answering procedure follows the question graph, searching for a valid assignment in the image. At each step, the handled node is set and objects (extracted using Mask R-CNN) are examined according to the node’s requirements (utilizing corresponding visual estimators). If successful, a new node is set (according to a DFS traversal) and the function is called again to handle the unassigned subgraph."
